,Nature,HP/Atk/Def/SpA/SpD/Spe,UsePercentage,Pokemon
3395,Jolly,244/12/0/0/0/252,0.004%,Obstagoon
3396,Jolly,252/0/0/0/20/236,0.003%,Obstagoon
3397,Hardy,252/252/0/0/0/0,0.002%,Obstagoon
3398,Jolly,0/252/0/0/76/180,0.002%,Obstagoon
3399,Impish,180/148/140/0/4/36,0.001%,Obstagoon
3400,Sassy,252/0/164/0/92/0,33.600%,Scrafty
3401,Careful,252/0/0/0/220/36,19.644%,Scrafty
3402,Brave,252/252/0/4/0/0,18.938%,Scrafty
3403,Careful,148/4/172/0/180/4,6.050%,Scrafty
3404,Careful,252/0/4/0/252/0,3.792%,Scrafty
3405,Relaxed,252/0/76/0/180/0,3.780%,Scrafty
3406,Impish,252/0/68/0/188/0,3.244%,Scrafty
3407,Brave,252/252/0/0/4/0,2.740%,Scrafty
3408,Careful,252/4/0/0/252/0,1.570%,Scrafty
3409,Impish,252/0/220/0/36/0,1.409%,Scrafty
3410,Adamant,196/172/36/0/76/28,1.367%,Scrafty
3411,Adamant,252/252/0/0/4/0,1.191%,Scrafty
3412,Impish,252/0/180/0/76/0,0.903%,Scrafty
3413,Sassy,252/220/0/0/36/0,0.675%,Scrafty
3414,Sassy,252/0/100/0/156/0,0.339%,Scrafty
3415,Impish,252/4/172/0/36/44,0.150%,Scrafty
3416,Sassy,252/0/220/0/36/0,0.150%,Scrafty
3417,Adamant,0/252/4/0/0/252,0.081%,Scrafty
3418,Adamant,252/252/0/0/0/4,0.080%,Scrafty
3419,Careful,4/0/252/0/252/0,0.050%,Scrafty
3420,Jolly,4/252/0/0/0/252,79.065%,Aerodactyl
3421,Timid,252/0/4/0/0/252,6.641%,Aerodactyl
3422,Adamant,0/252/0/0/4/252,6.230%,Aerodactyl
3423,Jolly,0/252/0/0/4/252,2.738%,Aerodactyl
3424,Adamant,20/252/0/0/0/236,2.348%,Aerodactyl
3425,Naive,4/252/0/0/0/252,1.208%,Aerodactyl
3426,Jolly,0/252/4/0/0/252,0.857%,Aerodactyl
3427,Adamant,124/132/0/0/0/252,0.414%,Aerodactyl
3428,Adamant,4/252/0/0/0/252,0.302%,Aerodactyl
3429,Jolly,0/252/0/0/0/252,0.093%,Aerodactyl
3430,Calm,0/0/132/0/124/252,0.054%,Aerodactyl
3431,Hardy,4/252/0/0/0/252,0.025%,Aerodactyl
3432,Jolly,20/236/0/0/0/252,0.011%,Aerodactyl
3433,Jolly,0/0/4/0/252/252,0.006%,Aerodactyl
3434,Jolly,252/0/0/0/4/252,0.005%,Aerodactyl
3435,Lonely,0/252/0/4/0/252,0.002%,Aerodactyl
3436,Hardy,0/252/0/0/0/252,0.000%,Aerodactyl
3437,Adamant,0/252/0/0/0/252,0.000%,Aerodactyl
3438,Jolly,116/252/0/0/0/140,0.000%,Aerodactyl
3439,Jolly,108/188/0/0/0/212,0.000%,Aerodactyl
3440,Jolly,28/252/4/0/4/220,61.146%,Kabutops
3441,Adamant,0/252/0/0/4/252,12.364%,Kabutops
3442,Adamant,81/252/0/0/0/175,7.999%,Kabutops
3443,Naive,0/252/0/4/0/252,7.083%,Kabutops
3444,Jolly,0/252/0/0/4/252,5.036%,Kabutops
3445,Jolly,4/252/0/0/0/252,1.795%,Kabutops
3446,Jolly,20/252/0/0/0/236,1.302%,Kabutops
3447,Adamant,4/252/0/0/0/252,1.298%,Kabutops
3448,Naive,0/164/0/4/88/252,1.279%,Kabutops
3449,Jolly,0/252/4/0/0/252,0.224%,Kabutops
3450,Adamant,116/252/0/0/0/140,0.157%,Kabutops
3451,Hardy,0/248/236/0/0/0,0.086%,Kabutops
3452,Adamant,36/252/0/0/0/220,0.065%,Kabutops
3453,Adamant,0/252/116/0/0/140,0.035%,Kabutops
3454,Adamant,252/252/0/0/0/4,0.029%,Kabutops
3455,Hardy,128/252/0/0/0/128,0.023%,Kabutops
3456,Adamant,0/252/4/0/0/252,0.020%,Kabutops
3457,Jolly,0/252/0/0/0/252,0.018%,Kabutops
3458,Adamant,0/252/252/0/4/0,0.012%,Kabutops
3459,Naughty,0/252/4/0/0/252,0.008%,Kabutops
3460,Timid,4/0/0/252/0/252,42.714%,Articuno
3461,Calm,76/0/180/0/252/0,29.028%,Articuno
3462,Timid,0/0/0/252/4/252,13.078%,Articuno
3463,Modest,252/0/0/252/0/4,10.766%,Articuno
3464,Modest,0/0/4/252/0/252,3.108%,Articuno
3465,Modest,0/0/0/252/4/252,0.446%,Articuno
3466,Modest,4/0/0/252/0/252,0.353%,Articuno
3467,Timid,0/0/4/252/0/252,0.116%,Articuno
3468,Modest,252/0/0/252/4/0,0.086%,Articuno
3469,Calm,252/0/188/36/28/0,0.076%,Articuno
3470,Timid,4/252/0/0/0/252,0.075%,Articuno
3471,Timid,28/0/0/228/0/252,0.072%,Articuno
3472,Bold,252/0/252/0/4/0,0.039%,Articuno
3473,Calm,252/0/0/4/252/0,0.036%,Articuno
3474,Sassy,252/0/0/4/252/0,0.005%,Articuno
3475,Bold,0/0/252/0/252/0,0.001%,Articuno
3476,Calm,100/0/4/132/252/20,0.000%,Articuno
3477,Modest,188/0/0/252/0/68,0.000%,Articuno
3478,Hardy,252/0/4/0/0/252,0.000%,Articuno
3479,Hardy,92/196/52/52/4/108,0.000%,Articuno
3480,Timid,0/0/0/252/4/252,54.271%,Blacephalon
3481,Modest,4/0/0/252/0/252,15.502%,Blacephalon
3482,Modest,0/0/4/252/0/252,15.296%,Blacephalon
3483,Timid,4/0/0/252/0/252,11.651%,Blacephalon
3484,Modest,0/0/0/252/0/252,1.418%,Blacephalon
3485,Modest,60/0/20/252/4/172,1.215%,Blacephalon
3486,Modest,124/0/36/164/12/172,0.242%,Blacephalon
3487,Modest,0/0/0/252/4/252,0.230%,Blacephalon
3488,Timid,4/0/4/244/4/252,0.058%,Blacephalon
3489,Modest,170/0/0/252/0/86,0.046%,Blacephalon
3490,Mild,4/0/0/252/0/252,0.037%,Blacephalon
3491,Hardy,4/0/0/252/0/252,0.026%,Blacephalon
3492,Timid,240/0/0/16/0/252,0.003%,Blacephalon
3493,Modest,76/0/0/252/4/176,0.002%,Blacephalon
3494,Hardy,0/0/228/28/0/252,0.001%,Blacephalon
3495,Timid,68/0/0/252/0/188,0.001%,Blacephalon
3496,Timid,28/0/0/252/0/228,0.000%,Blacephalon
3497,Modest,60/0/4/252/4/188,0.000%,Blacephalon
3498,Timid,76/0/44/252/0/132,0.000%,Blacephalon
3499,Modest,156/0/148/204/0/0,0.000%,Blacephalon
3500,Modest,4/0/0/252/0/252,29.621%,Duraludon
3501,Modest,252/0/0/252/0/4,15.868%,Duraludon
3502,Calm,0/0/0/252/252/4,12.922%,Duraludon
3503,Modest,116/0/4/156/156/76,11.060%,Duraludon
3504,Modest,252/0/0/252/4/0,8.008%,Duraludon
3505,Timid,0/0/0/252/4/252,4.764%,Duraludon
3506,Bold,0/0/252/84/172/0,3.208%,Duraludon
3507,Modest,188/0/0/252/70/0,2.942%,Duraludon
3508,Hardy,252/0/0/124/132/0,2.529%,Duraludon
3509,Modest,0/0/0/252/4/252,1.927%,Duraludon
3510,Modest,0/0/0/252/156/100,1.412%,Duraludon
3511,Timid,4/0/0/252/0/252,1.201%,Duraludon
3512,Modest,0/0/68/252/68/116,0.972%,Duraludon
3513,Modest,244/0/0/252/0/12,0.450%,Duraludon
3514,Timid,1/0/0/252/4/252,0.410%,Duraludon
3515,Modest,108/0/4/244/52/100,0.386%,Duraludon
3516,Naive,0/4/0/252/0/252,0.340%,Duraludon
3517,Modest,172/0/0/252/0/84,0.242%,Duraludon
3518,Timid,252/0/0/124/132/0,0.227%,Duraludon
3519,Hardy,124/0/0/252/132/0,0.221%,Duraludon
3520,Sassy,252/156/100/0/0/0,92.417%,Trevenant
3521,Sassy,252/68/0/0/188/0,3.179%,Trevenant
3522,Careful,244/0/12/0/252/0,1.778%,Trevenant
3523,Adamant,252/252/0/0/4/0,1.550%,Trevenant
3524,Adamant,244/252/0/0/12/0,0.327%,Trevenant
3525,Brave,252/252/4/0/0/0,0.304%,Trevenant
3526,Sassy,252/20/0/0/236/0,0.145%,Trevenant
3527,Sassy,244/0/12/0/252/0,0.108%,Trevenant
3528,Sassy,244/12/0/0/252/0,0.089%,Trevenant
3529,Careful,252/0/124/0/132/0,0.049%,Trevenant
3530,Impish,244/0/108/0/156/0,0.031%,Trevenant
3531,Sassy,252/4/0/0/252/0,0.012%,Trevenant
3532,Careful,140/160/0/0/208/0,0.006%,Trevenant
3533,Sassy,252/0/148/0/108/0,0.003%,Trevenant
3534,Brave,252/0/172/0/84/0,0.001%,Trevenant
3535,Sassy,252/0/156/0/100/0,0.001%,Trevenant
3536,Brave,0/4/252/0/252/0,0.000%,Trevenant
3537,Brave,252/236/0/0/20/0,0.000%,Trevenant
3538,Relaxed,252/4/252/0/0/0,0.000%,Trevenant
3539,Hardy,0/200/76/80/80/68,0.000%,Trevenant
3540,Jolly,0/252/0/0/0/252,84.698%,Drednaw
3541,Adamant,0/252/0/0/4/252,9.023%,Drednaw
3542,Adamant,4/252/0/0/0/252,4.418%,Drednaw
3543,Adamant,116/252/0/0/0/140,1.353%,Drednaw
3544,Jolly,0/252/0/0/4/252,0.348%,Drednaw
3545,Jolly,4/252/0/0/0/252,0.044%,Drednaw
3546,Adamant,148/252/0/0/0/108,0.043%,Drednaw
3547,Adamant,60/252/4/0/4/188,0.038%,Drednaw
3548,Adamant,220/116/12/0/4/156,0.033%,Drednaw
3549,Adamant,112/252/0/0/4/140,0.001%,Drednaw
3550,Adamant,0/252/0/4/0/252,0.001%,Drednaw
3551,Hardy,100/140/68/0/84/116,0.000%,Drednaw
3552,Hardy,128/252/124/0/0/0,0.000%,Drednaw
3553,Careful,252/252/0/0/4/0,0.000%,Drednaw
3554,Naughty,252/132/124/0/0/0,0.000%,Drednaw
3555,Jolly,0/252/0/0/172/84,0.000%,Drednaw
3556,Jolly,0/188/100/0/100/116,0.000%,Drednaw
3557,Serious,188/196/0/0/0/124,0.000%,Drednaw
3558,Adamant,252/252/0/4/0/0,0.000%,Drednaw
3559,Hardy,252/211/0/0/0/0,0.000%,Drednaw
3560,Modest,252/0/0/252/4/0,31.374%,Heatran
3561,Timid,20/0/4/252/12/220,25.650%,Heatran
3562,Calm,244/0/4/4/188/24,12.569%,Heatran
3563,Modest,0/0/0/252/4/252,6.944%,Heatran
3564,Bold,236/0/252/20/0/0,6.568%,Heatran
3565,Modest,252/0/4/252/0/0,3.680%,Heatran
3566,Bold,252/0/44/212/0/0,2.977%,Heatran
3567,Modest,0/0/140/252/116/0,2.287%,Heatran
3568,Modest,76/0/84/252/52/40,1.364%,Heatran
3569,Modest,68/0/4/236/4/196,1.162%,Heatran
3570,Timid,4/0/0/252/0/252,0.858%,Heatran
3571,Calm,252/0/36/216/0/0,0.818%,Heatran
3572,Calm,252/0/0/0/136/120,0.703%,Heatran
3573,Modest,188/0/12/156/12/140,0.626%,Heatran
3574,Modest,180/0/132/68/4/124,0.536%,Heatran
3575,Modest,252/0/0/252/0/4,0.455%,Heatran
3576,Modest,4/0/0/252/0/252,0.271%,Heatran
3577,Quiet,252/0/4/252/0/0,0.269%,Heatran
3578,Bold,124/0/180/20/180/0,0.220%,Heatran
3579,Quiet,252/0/0/252/4/0,0.204%,Heatran
3580,Sassy,252/0/180/0/76/0,82.886%,Clefable
3581,Calm,252/0/0/4/252/0,4.436%,Clefable
3582,Calm,252/0/148/4/100/0,2.761%,Clefable
3583,Calm,252/0/4/0/252/0,2.583%,Clefable
3584,Bold,252/0/132/0/124/0,2.012%,Clefable
3585,Bold,252/0/252/4/0/0,1.443%,Clefable
3586,Bold,252/0/4/0/252/0,1.439%,Clefable
3587,Relaxed,252/0/252/0/4/0,0.573%,Clefable
3588,Modest,252/0/0/252/4/0,0.515%,Clefable
3589,Hardy,252/0/4/252/0/0,0.360%,Clefable
3590,Hardy,242/0/116/128/20/0,0.165%,Clefable
3591,Hardy,136/0/116/156/0/0,0.148%,Clefable
3592,Sassy,252/0/4/0/252/0,0.132%,Clefable
3593,Serious,52/200/4/0/252/0,0.112%,Clefable
3594,Bold,252/0/252/0/4/0,0.059%,Clefable
3595,Bold,4/0/252/0/252/0,0.052%,Clefable
3596,Sassy,252/4/0/0/252/0,0.049%,Clefable
3597,Hardy,252/0/132/0/116/0,0.047%,Clefable
3598,Modest,4/0/252/0/252/0,0.037%,Clefable
3599,Bold,252/0/132/0/120/0,0.030%,Clefable
3600,Bold,180/0/156/0/172/0,39.147%,Appletun
3601,Bold,180/0/204/0/124/0,26.145%,Appletun
3602,Modest,252/0/0/252/4/0,19.609%,Appletun
3603,Calm,252/0/0/4/252/0,7.314%,Appletun
3604,Sassy,196/0/156/0/156/0,3.083%,Appletun
3605,Quiet,252/4/60/132/60/0,1.691%,Appletun
3606,Quiet,252/0/0/252/4/0,0.923%,Appletun
3607,Sassy,252/4/0/0/252/0,0.845%,Appletun
3608,Hardy,164/0/156/84/100/0,0.307%,Appletun
3609,Brave,76/236/148/0/44/0,0.234%,Appletun
3610,Hardy,252/0/0/4/252/0,0.141%,Appletun
3611,Sassy,252/0/0/252/4/0,0.129%,Appletun
3612,Brave,252/132/60/0/60/0,0.112%,Appletun
3613,Sassy,252/0/0/4/252/0,0.079%,Appletun
3614,Modest,4/0/0/252/252/0,0.078%,Appletun
3615,Sassy,248/0/0/8/252/0,0.056%,Appletun
3616,Bold,252/0/252/0/0/4,0.053%,Appletun
3617,Relaxed,4/0/252/252/0/0,0.020%,Appletun
3618,Adamant,76/220/44/0/44/124,0.009%,Appletun
3619,Calm,244/0/0/12/252/0,0.008%,Appletun
3620,Adamant,0/252/0/0/4/252,41.604%,Bisharp
3621,Adamant,252/252/0/0/4/0,38.534%,Bisharp
3622,Adamant,0/252/4/0/0/252,6.689%,Bisharp
3623,Adamant,4/252/252/0/0/0,3.974%,Bisharp
3624,Jolly,0/252/0/0/4/252,2.777%,Bisharp
3625,Adamant,4/252/0/0/0/252,2.422%,Bisharp
3626,Jolly,0/252/0/0/0/252,1.946%,Bisharp
3627,Hardy,1/0/0/0/0/0,1.157%,Bisharp
3628,Brave,252/252/0/0/4/0,0.121%,Bisharp
3629,Jolly,0/4/252/0/0/252,0.105%,Bisharp
3630,Adamant,0/252/0/0/4/0,0.105%,Bisharp
3631,Careful,0/252/132/0/124/0,0.095%,Bisharp
3632,Hardy,80/252/76/0/0/96,0.084%,Bisharp
3633,Jolly,0/252/4/0/0/252,0.079%,Bisharp
3634,Jolly,4/116/220/0/76/88,0.061%,Bisharp
3635,Jolly,4/0/0/0/252/252,0.061%,Bisharp
3636,Adamant,4/252/0/0/252/0,0.059%,Bisharp
3637,Impish,252/4/252/0/0/0,0.056%,Bisharp
3638,Adamant,68/252/0/0/0/188,0.026%,Bisharp
3639,Impish,252/0/132/0/124/0,0.013%,Bisharp
3640,Bold,220/0/252/0/36/0,65.014%,Registeel
3641,Bold,252/0/156/0/100/0,10.380%,Registeel
3642,Impish,252/0/252/0/4/0,10.004%,Registeel
3643,Impish,252/0/148/0/108/0,5.969%,Registeel
3644,Careful,252/4/0/0/252/0,2.031%,Registeel
3645,Adamant,252/100/108/0/44/0,1.696%,Registeel
3646,Impish,220/0/252/0/36/0,1.685%,Registeel
3647,Calm,252/0/124/0/128/0,1.684%,Registeel
3648,Bold,4/0/252/0/252/0,0.734%,Registeel
3649,Relaxed,252/0/236/0/20/0,0.643%,Registeel
3650,Brave,252/0/124/0/128/0,0.065%,Registeel
3651,Bold,252/0/252/0/4/0,0.049%,Registeel
3652,Careful,252/252/0/0/4/0,0.020%,Registeel
3653,Serious,164/0/172/0/172/2,0.013%,Registeel
3654,Bold,188/0/236/0/0/84,0.006%,Registeel
3655,Adamant,4/252/252/0/0/0,0.004%,Registeel
3656,Calm,252/0/60/0/196/0,0.003%,Registeel
3657,Sassy,252/4/0/0/252/0,0.001%,Registeel
3658,Bold,252/0/204/0/52/0,0.001%,Registeel
3659,Impish,252/40/164/0/52/0,0.000%,Registeel
3660,Adamant,220/76/20/0/180/12,24.724%,Rhyperior
3661,Sassy,4/252/0/0/252/0,16.064%,Rhyperior
3662,Sassy,76/252/52/4/124/0,14.640%,Rhyperior
3663,Adamant,252/252/0/0/4/0,14.179%,Rhyperior
3664,Brave,0/156/148/0/204/0,10.016%,Rhyperior
3665,Brave,252/252/0/0/4/0,7.258%,Rhyperior
3666,Adamant,0/252/0/0/4/252,6.738%,Rhyperior
3667,Sassy,252/252/0/0/4/0,2.055%,Rhyperior
3668,Modest,252/0/0/0/252/0,1.114%,Rhyperior
3669,Brave,92/252/0/0/164/0,0.956%,Rhyperior
3670,Brave,252/252/4/0/0/0,0.545%,Rhyperior
3671,Jolly,0/252/0/0/4/252,0.435%,Rhyperior
3672,Brave,0/252/252/0/4/0,0.404%,Rhyperior
3673,Adamant,0/252/0/0/0/252,0.205%,Rhyperior
3674,Adamant,252/252/0/0/0/4,0.128%,Rhyperior
3675,Jolly,4/252/0/0/0/252,0.091%,Rhyperior
3676,Brave,54/31/36/0/31/0,0.077%,Rhyperior
3677,Brave,68/0/252/0/188/0,0.066%,Rhyperior
3678,Adamant,252/252/4/0/0/0,0.039%,Rhyperior
3679,Adamant,4/252/0/0/252/0,0.038%,Rhyperior
3680,Impish,252/4/252/0/0/0,60.433%,Stonjourner
3681,Impish,252/0/0/0/252/4,17.236%,Stonjourner
3682,Jolly,204/0/0/0/52/252,7.254%,Stonjourner
3683,Adamant,0/252/0/0/4/252,3.710%,Stonjourner
3684,Adamant,0/252/0/0/0/252,3.692%,Stonjourner
3685,Hardy,252/4/252/0/0/0,2.699%,Stonjourner
3686,Relaxed,252/0/252/0/4/0,2.214%,Stonjourner
3687,Bold,252/0/252/0/4/0,1.084%,Stonjourner
3688,Jolly,4/252/0/0/0/252,0.544%,Stonjourner
3689,Careful,4/0/0/0/252/252,0.514%,Stonjourner
3690,Hardy,196/28/196/0/0/84,0.407%,Stonjourner
3691,Adamant,0/252/180/0/72/0,0.145%,Stonjourner
3692,Impish,252/0/252/0/4/0,0.036%,Stonjourner
3693,Jolly,0/252/4/0/0/252,0.019%,Stonjourner
3694,Careful,4/252/0/0/252/0,0.008%,Stonjourner
3695,Adamant,252/252/0/0/4/0,0.004%,Stonjourner
3696,Jolly,0/252/0/0/4/252,0.001%,Stonjourner
3697,Impish,0/10/244/0/0/248,0.000%,Stonjourner
3698,Impish,208/48/252/0/0/0,0.000%,Stonjourner
3699,Jolly,188/4/68/0/60/188,0.000%,Stonjourner
3700,Jolly,28/248/0/0/4/228,91.561%,Electivire
3701,Jolly,0/252/0/0/0/252,4.130%,Electivire
3702,Lonely,0/252/0/4/0/252,1.873%,Electivire
3703,Jolly,4/252/0/0/0/252,1.173%,Electivire
3704,Jolly,28/252/4/0/4/220,0.664%,Electivire
3705,Adamant,0/252/0/0/4/252,0.240%,Electivire
3706,Adamant,252/252/0/0/0/0,0.114%,Electivire
3707,Adamant,0/252/0/0/0/252,0.054%,Electivire
3708,Brave,100/252/148/0/4/0,0.051%,Electivire
3709,Adamant,248/248/0/0/0/12,0.047%,Electivire
3710,Jolly,180/252/0/0/0/76,0.046%,Electivire
3711,Hardy,164/0/0/252/0/92,0.017%,Electivire
3712,Hasty,0/252/0/4/0/252,0.011%,Electivire
3713,Adamant,88/252/148/0/20/0,0.008%,Electivire
3714,Adamant,4/252/0/0/0/252,0.005%,Electivire
3715,Adamant,20/252/4/0/4/228,0.003%,Electivire
3716,Hardy,0/248/4/252/0/0,0.001%,Electivire
3717,Modest,0/0/0/252/4/252,0.001%,Electivire
3718,Adamant,132/252/124/0/0/0,0.000%,Electivire
3719,Hardy,0/252/0/0/0/252,0.000%,Electivire
3720,Adamant,252/248/0/0/0/0,40.108%,Leafeon
3721,Adamant,0/252/0/0/4/252,24.783%,Leafeon
3722,Jolly,84/196/0/0/0/228,19.293%,Leafeon
3723,Jolly,4/252/92/0/20/140,5.687%,Leafeon
3724,Jolly,0/252/0/0/4/252,5.337%,Leafeon
3725,Jolly,252/36/0/0/76/140,2.636%,Leafeon
3726,Adamant,236/252/0/0/0/20,0.588%,Leafeon
3727,Hardy,68/236/4/0/4/196,0.248%,Leafeon
3728,Adamant,68/252/0/0/0/188,0.235%,Leafeon
3729,Naughty,0/252/0/4/0/252,0.171%,Leafeon
3730,Jolly,118/252/0/0/0/140,0.151%,Leafeon
3731,Adamant,0/252/4/0/0/252,0.135%,Leafeon
3732,Jolly,0/252/4/0/0/252,0.130%,Leafeon
3733,Adamant,252/252/0/0/4/0,0.118%,Leafeon
3734,Jolly,4/252/0/0/0/252,0.094%,Leafeon
3735,Hardy,132/0/124/0/0/252,0.075%,Leafeon
3736,Adamant,0/252/252/0/0/0,0.065%,Leafeon
3737,Adamant,4/252/0/0/0/252,0.056%,Leafeon
3738,Impish,220/12/76/0/4/196,0.048%,Leafeon
3739,Adamant,0/252/0/0/0/252,0.021%,Leafeon
3740,Quiet,252/0/0/236/20/0,31.662%,Abomasnow
3741,Adamant,252/252/0/0/4/0,24.453%,Abomasnow
3742,Timid,36/0/0/252/0/220,19.107%,Abomasnow
3743,Modest,252/0/0/252/4/0,15.852%,Abomasnow
3744,Quiet,252/4/0/252/0/0,7.756%,Abomasnow
3745,Modest,4/0/252/0/252/0,0.491%,Abomasnow
3746,Relaxed,252/0/252/0/4/0,0.239%,Abomasnow
3747,Quiet,252/60/0/108/86/0,0.103%,Abomasnow
3748,Quiet,232/0/0/252/24/0,0.068%,Abomasnow
3749,Quiet,252/0/4/252/0/0,0.058%,Abomasnow
3750,Hardy,252/4/0/252/0/0,0.055%,Abomasnow
3751,Quiet,252/0/0/252/4/0,0.047%,Abomasnow
3752,Modest,0/0/0/252/4/252,0.036%,Abomasnow
3753,Modest,252/0/0/156/100/0,0.027%,Abomasnow
3754,Sassy,252/4/0/0/252/0,0.023%,Abomasnow
3755,Careful,252/4/0/0/252/0,0.008%,Abomasnow
3756,Brave,248/252/0/8/0/0,0.007%,Abomasnow
3757,Calm,252/0/0/4/252/0,0.004%,Abomasnow
3758,Modest,0/0/52/204/252/0,0.002%,Abomasnow
3759,Calm,252/0/0/0/252/0,0.001%,Abomasnow
3760,Adamant,140/252/4/0/4/108,48.091%,Diggersby
3761,Adamant,4/252/0/0/0/252,40.528%,Diggersby
3762,Jolly,4/252/0/0/0/252,11.074%,Diggersby
3763,Adamant,244/252/0/0/12/0,0.196%,Diggersby
3764,Jolly,0/252/0/0/0/252,0.093%,Diggersby
3765,Hardy,0/252/0/0/4/252,0.019%,Diggersby
3766,Adamant,12/240/0/0/0/252,0.000%,Diggersby
3767,Brave,156/252/100/0/0/0,0.000%,Diggersby
3768,Adamant,0/252/0/0/0/252,0.000%,Diggersby
3769,Timid,252/0/116/0/124/12,0.000%,Diggersby
3770,Adamant,128/128/0/0/0/252,0.000%,Diggersby
3771,Jolly,0/252/4/0/0/252,0.000%,Diggersby
3772,Impish,252/0/252/0/4/0,0.000%,Diggersby
3773,Adamant,0/252/76/0/76/104,0.000%,Diggersby
3774,Jolly,0/252/0/0/4/252,0.000%,Diggersby
3775,Adamant,100/252/0/0/0/156,0.000%,Diggersby
3776,Careful,252/0/4/0/252/0,0.000%,Diggersby
3777,Jolly,0/252/0/0/12/244,0.000%,Diggersby
3778,Hardy,124/252/0/0/0/132,0.000%,Diggersby
3779,Hardy,36/152/60/152/56/48,0.000%,Diggersby
3780,Adamant,248/252/0/0/8/0,17.320%,Giratina Altered Forme
3781,Jolly,4/252/0/0/0/252,14.957%,Giratina Altered Forme
3782,Impish,116/0/156/0/236/0,12.067%,Giratina Altered Forme
3783,Adamant,4/252/124/0/124/4,11.096%,Giratina Altered Forme
3784,Naughty,0/236/0/252/0/20,7.198%,Giratina Altered Forme
3785,Modest,252/0/0/236/0/20,6.335%,Giratina Altered Forme
3786,Bold,220/0/60/116/84/28,6.014%,Giratina Altered Forme
3787,Bold,244/0/116/124/4/20,5.990%,Giratina Altered Forme
3788,Quiet,252/0/0/76/180/0,5.216%,Giratina Altered Forme
3789,Modest,28/0/0/252/0/228,3.573%,Giratina Altered Forme
3790,Bold,248/0/0/8/252/0,2.109%,Giratina Altered Forme
3791,Bold,252/0/164/0/92/0,1.731%,Giratina Altered Forme
3792,Jolly,0/252/0/0/4/252,1.608%,Giratina Altered Forme
3793,Calm,0/0/196/156/156/0,0.996%,Giratina Altered Forme
3794,Modest,4/0/0/252/0/252,0.699%,Giratina Altered Forme
3795,Adamant,252/252/0/0/0/4,0.665%,Giratina Altered Forme
3796,Careful,252/44/164/0/44/0,0.634%,Giratina Altered Forme
3797,Adamant,252/252/0/0/4/0,0.236%,Giratina Altered Forme
3798,Modest,252/0/0/252/4/0,0.231%,Giratina Altered Forme
3799,Modest,0/0/196/0/188/124,0.185%,Giratina Altered Forme
3800,Timid,252/0/0/0/4/252,84.987%,Swoobat
3801,Timid,252/0/0/4/0/252,9.757%,Swoobat
3802,Timid,0/0/0/252/4/252,3.099%,Swoobat
3803,Timid,60/0/92/0/98/252,1.748%,Swoobat
3804,Modest,0/0/0/252/4/252,0.408%,Swoobat
3805,Hardy,84/0/0/0/0/0,0.000%,Swoobat
3806,Timid,252/0/4/0/0/252,0.000%,Swoobat
3807,Modest,228/0/12/180/4/84,0.000%,Swoobat
3808,Hardy,68/0/100/0/88/252,0.000%,Swoobat
3809,Jolly,0/252/0/0/0/228,0.000%,Swoobat
3810,Jolly,252/4/0/0/0/252,0.000%,Swoobat
3811,Modest,4/0/0/252/0/252,0.000%,Swoobat
3812,Hardy,252/0/0/0/4/252,0.000%,Swoobat
3813,Jolly,116/252/0/0/0/140,0.000%,Swoobat
3814,Timid,0/0/0/0/0/252,0.000%,Swoobat
3815,Timid,0/0/0/252/0/252,0.000%,Swoobat
3816,Jolly,252/0/4/0/0/252,0.000%,Swoobat
3817,Calm,4/0/0/0/252/252,0.000%,Swoobat
3818,Timid,4/0/0/252/0/252,0.000%,Swoobat
3819,Modest,252/0/0/252/4/0,0.000%,Swoobat
3820,Jolly,252/252/0/0/0/4,40.723%,Corviknight
3821,Impish,252/4/252/0/0/0,18.578%,Corviknight
3822,Relaxed,4/0/252/0/252/0,9.693%,Corviknight
3823,Impish,252/0/196/0/60/0,8.016%,Corviknight
3824,Careful,252/4/0/0/252/0,5.041%,Corviknight
3825,Impish,252/12/4/0/172/68,3.637%,Corviknight
3826,Impish,252/0/252/0/4/0,2.890%,Corviknight
3827,Adamant,252/60/0/0/0/196,2.057%,Corviknight
3828,Adamant,252/150/100/0/0/0,1.342%,Corviknight
3829,Careful,252/0/28/0/136/88,1.009%,Corviknight
3830,Adamant,0/160/252/0/96/0,1.005%,Corviknight
3831,Impish,252/84/92/0/60/20,0.799%,Corviknight
3832,Bold,252/0/252/4/0/0,0.677%,Corviknight
3833,Careful,212/0/0/0/252/44,0.672%,Corviknight
3834,Careful,252/0/4/0/252/0,0.612%,Corviknight
3835,Impish,220/0/252/0/36/0,0.583%,Corviknight
3836,Jolly,0/252/0/0/4/252,0.514%,Corviknight
3837,Adamant,252/92/0/0/164/0,0.497%,Corviknight
3838,Impish,252/4/124/0/128/0,0.448%,Corviknight
3839,Adamant,252/252/0/0/4/0,0.285%,Corviknight
3840,Modest,244/0/0/252/12/0,47.850%,Vikavolt
3841,Quiet,252/0/0/212/44/0,34.871%,Vikavolt
3842,Quiet,252/0/0/252/4/0,6.840%,Vikavolt
3843,Modest,40/0/52/252/136/24,2.622%,Vikavolt
3844,Quiet,252/0/0/236/20/0,2.327%,Vikavolt
3845,Modest,236/0/60/196/12/4,1.636%,Vikavolt
3846,Timid,0/0/4/252/0/252,1.140%,Vikavolt
3847,Quiet,0/0/0/252/4/0,1.108%,Vikavolt
